timestamp,date,volume,close,high,low,open,Ma5,Ma10
1561215000000,2019-06-22 22:50:00,44.312171416300004,10637.91,10731.92,10563.26,10710.55,10656.648000000001,10862.825
1561214700000,2019-06-22 22:45:00,39.5713342535,10715.0,10760.73,10671.31,10690.05,10737.266,10909.812
1561214400000,2019-06-22 22:40:00,65.1022579367,10689.92,10722.73,10608.16,10626.78,10806.266,10946.812
1561214100000,2019-06-22 22:35:00,227.0956472012,10625.75,10678.49,10380.01,10614.66,10887.75,10986.32
1561213800000,2019-06-22 22:30:00,86.6763085942,10614.66,11041.14,10614.33,11030.49,10973.944,11031.363000000001
1561213500000,2019-06-22 22:25:00,18.0514178705,11041.0,11080.12,11029.61,11060.0,11069.001999999999,11072.886999999999
1561213200000,2019-06-22 22:20:00,10.9037438177,11060.0,11098.26,11058.99,11097.34,11082.357999999998,11074.501
1561212900000,2019-06-22 22:15:00,41.129856873099996,11097.34,11117.9,11056.72,11056.72,11087.357999999998,11072.107999999998
1561212600000,2019-06-22 22:10:00,60.7371728416,11056.72,11093.6,10900.0,11089.95,11084.89,11071.374
1561212300000,2019-06-22 22:05:00,10.52740891,11089.95,11108.14,11079.0,11108.14,11088.782000000001,11071.416
1561212000000,2019-06-22 22:00:00,6.1058093303,11107.78,11111.0,11081.31,11085.04,11076.772,11063.376999999999
1561211700000,2019-06-22 21:55:00,10.6255333768,11085.0,11112.84,11085.0,11085.01,11066.644,11059.056
1561211400000,2019-06-22 21:50:00,7.9392113736,11085.0,11089.0,11060.65,11076.18,11056.858000000002,11063.856
1561211100000,2019-06-22 21:45:00,14.06904847,11076.18,11076.18,11029.9,11029.9,11057.858000000002,11070.060000000001
1561210800000,2019-06-22 21:40:00,14.322309439300001,11029.9,11057.14,11029.9,11057.13,11054.050000000001,11071.098000000002
1561210500000,2019-06-22 21:35:00,16.54378648,11057.14,11058.63,11021.05,11036.07,11049.982000000002,11075.455000000002
1561210200000,2019-06-22 21:30:00,15.8416360104,11036.07,11090.0,11025.45,11090.0,11051.468000000003,11085.041000000001
1561209900000,2019-06-22 21:25:00,13.270532332,11090.0,11093.29,11045.99,11057.14,11070.854000000003,11093.067000000001
1561209600000,2019-06-22 21:20:00,27.18278632,11057.14,11057.14,10998.01,11006.78,11082.262000000002,11090.486
1561209300000,2019-06-22 21:15:00,36.636863861900004,11009.56,11074.37,11009.56,11062.0,11088.146000000002,11086.872000000001
1561209000000,2019-06-22 21:10:00,37.081191742600005,11064.57,11133.0,11050.0,11121.0,11100.928000000004,11088.924000000003
1561208700000,2019-06-22 21:05:00,16.94515396,11133.0,11150.73,11108.9,11150.0,11118.614000000003,11084.967
1561208400000,2019-06-22 21:00:00,25.831364443600002,11147.04,11155.42,11083.94,11083.94,11115.280000000002,11071.167000000001
1561208100000,2019-06-22 20:55:00,28.70647552,11086.56,11129.56,11073.47,11073.47,11098.710000000003,11057.463
1561207800000,2019-06-22 20:50:00,50.0823015362,11073.47,11173.0,11019.8,11153.0,11085.598000000004,11046.707
1561207500000,2019-06-22 20:45:00,83.5826080758,11153.0,11153.0,11100.0,11116.33,11076.920000000004,11031.659000000001
1561207200000,2019-06-22 20:40:00,71.209227559,11116.33,11131.0,11048.0,11060.44,11051.320000000003,11003.259000000002
1561206900000,2019-06-22 20:35:00,50.5671479409,11064.19,11070.01,11020.0,11022.29,11027.054000000004,10978.140000000001
1561206600000,2019-06-22 20:30:00,35.38929544,11021.0,11054.37,10993.75,11030.08,11016.216000000004,10956.939000000002
1561206300000,2019-06-22 20:25:00,46.294332736,11030.08,11100.0,11010.67,11016.0,11007.816000000003,10936.815
1561206000000,2019-06-22 20:20:00,30.152196187399998,11025.0,11026.93,10984.83,10990.0,10986.398000000005,10920.307
1561205700000,2019-06-22 20:15:00,34.2612598659,10995.0,11016.27,10939.99,11010.01,10955.198000000004,10907.025
1561205400000,2019-06-22 20:10:00,66.39775773,11010.0,11011.0,10962.0,10979.0,10929.226000000004,10896.025
1561205100000,2019-06-22 20:05:00,34.04142003,10979.0,10990.0,10911.55,10922.96,10897.662000000004,10884.139
1561204800000,2019-06-22 20:00:00,7.8725208339999995,10922.99,10923.26,10863.2,10868.0,10865.814000000004,10875.417
1561204500000,2019-06-22 19:55:00,6.71624975,10869.0,10869.0,10842.01,10859.11,10854.216000000004,10874.945
1561204200000,2019-06-22 19:50:00,6.67105893,10865.14,10867.98,10841.33,10845.01,10858.852000000004,10879.617
1561203900000,2019-06-22 19:45:00,6.77915541,10852.18,10852.18,10808.63,10837.12,10862.824000000004,10884.102
1561203600000,2019-06-22 19:40:00,18.66790226,10819.76,10872.04,10801.0,10865.0,10870.616000000005,10888.554
1561203300000,2019-06-22 19:35:00,2.76701252,10865.0,10887.57,10863.0,10885.0,10885.020000000004,10893.473000000002
1561203000000,2019-06-22 19:30:00,1.14910327,10892.18,10900.0,10885.0,10896.89,10895.674000000005,10896.730000000001
1561202700000,2019-06-22 19:25:00,6.3072394,10885.0,10891.14,10867.39,10891.13,10900.382000000005,10898.612000000003
1561202400000,2019-06-22 19:20:00,5.6520029460000005,10891.14,10902.69,10880.01,10902.69,10905.380000000005,10900.139000000003
1561202100000,2019-06-22 19:15:00,7.461000245599999,10891.78,10923.79,10889.0,10918.27,10906.492000000004,10902.965000000002
1561201800000,2019-06-22 19:10:00,10.7032018994,10918.27,10923.79,10892.36,10916.29,10901.926000000003,10907.387000000002
1561201500000,2019-06-22 19:05:00,6.019882733099999,10915.72,10921.06,10909.99,10909.99,10897.786000000004,10906.464000000004
1561201200000,2019-06-22 19:00:00,13.3397672352,10909.99,10909.99,10888.0,10899.0,10896.842000000004,10904.882000000001
1561200900000,2019-06-22 18:55:00,15.304120000000001,10896.7,10899.0,10855.0,10868.95,10894.898000000005,10900.822000000002
1561200600000,2019-06-22 18:50:00,13.8225429926,10868.95,10897.54,10861.42,10887.63,10899.438000000006,10899.152000000002
1561200300000,2019-06-22 18:45:00,12.769233851700001,10897.57,10908.8,10877.79,10898.9,10912.848000000007,10901.257000000001
1561200000000,2019-06-22 18:40:00,3.7194773968,10911.0,10912.97,10896.05,10900.0,10915.142000000007,10904.487000000003
1561199700000,2019-06-22 18:35:00,4.23433418,10900.27,10919.39,10878.33,10919.39,10912.922000000008,10904.387000000002
1561199400000,2019-06-22 18:30:00,7.794666800000001,10919.4,10940.0,10907.0,10937.0,10906.746000000008,10901.360000000002
1561199100000,2019-06-22 18:25:00,7.825756206,10936.0,10937.0,10900.52,10906.96,10898.866000000007,10895.308000000003
1561198800000,2019-06-22 18:20:00,10.63946134,10909.04,10916.65,10891.81,10896.21,10889.666000000008,10889.507000000003
1561198500000,2019-06-22 18:15:00,9.1611199271,10899.9,10900.0,10858.15,10869.38,10893.832000000008,10878.598000000004
1561198200000,2019-06-22 18:10:00,8.065931970700001,10869.39,10892.21,10858.44,10880.0,10895.852000000008,10868.608000000004
1561197900000,2019-06-22 18:05:00,21.0458994309,10880.0,10920.0,10869.77,10890.0,10895.974000000007,10861.504000000004
1561197600000,2019-06-22 18:00:00,22.56233087,10890.0,10941.0,10888.0,10930.0,10891.750000000007,10853.104000000005
1561197300000,2019-06-22 17:55:00,30.148594087,10929.87,10950.0,10904.6,10910.0,10889.348000000007,10842.365000000005
1561197000000,2019-06-22 17:50:00,28.51617765,10910.0,10920.0,10855.45,10876.95,10863.364000000005,10828.922000000006
1561196700000,2019-06-22 17:45:00,10.16630109,10870.0,10909.14,10858.43,10858.88,10841.364000000005,10817.467000000006
1561196400000,2019-06-22 17:40:00,89.1237715197,10858.88,10921.0,10858.88,10875.0,10827.034000000005,10813.301000000005
1561196100000,2019-06-22 17:35:00,21.44477912,10877.99,10878.0,10790.78,10800.0,10814.458000000006,10810.934000000005
1561195800000,2019-06-22 17:30:00,5.4726198084,10799.95,10800.0,10788.95,10799.98,10795.382000000007,10805.135000000006
1561195500000,2019-06-22 17:25:00,8.6890855339,10800.0,10800.0,10785.0,10798.47,10794.480000000007,10804.040000000005
1561195200000,2019-06-22 17:20:00,5.91345939,10798.35,10799.9,10782.61,10796.0,10793.570000000007,10803.448000000006
1561194900000,2019-06-22 17:15:00,5.60672868,10796.0,10799.98,10782.61,10782.61,10799.568000000007,10798.213000000005
1561194600000,2019-06-22 17:10:00,6.3677912,10782.61,10795.44,10782.61,10795.44,10807.410000000007,10791.470000000005
1561194300000,2019-06-22 17:05:00,13.73343234,10795.44,10799.98,10782.61,10795.45,10814.888000000006,10784.505000000003
1561194000000,2019-06-22 17:00:00,16.2946099336,10795.45,10828.34,10782.61,10828.34,10813.600000000006,10777.390000000003
1561193700000,2019-06-22 16:55:00,13.7856311264,10828.34,10835.35,10795.0,10827.42,10813.326000000006,10770.845000000003
1561193400000,2019-06-22 16:50:00,12.1308952973,10835.21,10850.0,10801.12,10819.65,10796.858000000007,10757.508000000003
1561193100000,2019-06-22 16:45:00,35.47129806,10820.0,10840.0,10793.2,10793.2,10775.530000000008,10742.787000000002
1561192800000,2019-06-22 16:40:00,6.6665038337,10789.0,10800.0,10759.59,10794.08,10754.122000000007,10728.841000000004
1561192500000,2019-06-22 16:35:00,15.38689219,10794.08,10799.0,10746.0,10746.0,10741.180000000008,10719.941000000003
1561192200000,2019-06-22 16:30:00,9.669735211599999,10746.0,10746.0,10728.56,10728.57,10728.364000000007,10711.870000000003
1561191900000,2019-06-22 16:25:00,2.9070106383999996,10728.57,10728.57,10697.98,10697.98,10718.158000000007,10706.555000000004
1561191600000,2019-06-22 16:20:00,6.928963256,10712.96,10728.57,10698.95,10728.14,10710.044000000007,10707.198000000004
1561191300000,2019-06-22 16:15:00,2.53617128,10724.29,10730.0,10713.57,10722.07,10703.560000000009,10709.998000000003
1561191000000,2019-06-22 16:10:00,9.63826806,10730.0,10730.0,10694.97,10694.97,10698.702000000008,10711.981000000003
1561190700000,2019-06-22 16:05:00,10.47950759,10694.97,10697.95,10675.0,10688.0,10695.376000000007,10713.056000000002
1561190400000,2019-06-22 16:00:00,16.6236578654,10688.0,10688.0,10650.0,10680.54,10694.952000000008,10717.510000000002
1561190100000,2019-06-22 15:55:00,5.42475845,10680.54,10701.57,10670.42,10691.0,10704.352000000008,10722.991000000002
1561189800000,2019-06-22 15:50:00,2.45889385,10700.0,10714.39,10697.2,10703.55,10716.436000000007,10730.256000000003
1561189500000,2019-06-22 15:45:00,4.42006981,10713.37,10715.0,10689.37,10692.85,10725.260000000007,10734.299000000003
1561189200000,2019-06-22 15:40:00,8.48833515,10692.85,10735.0,10692.85,10735.0,10730.736000000008,10738.659000000003
1561188900000,2019-06-22 15:35:00,2.759856,10735.0,10740.37,10720.0,10738.02,10740.068000000008,10745.088000000002
