date,business,before_eos,before_usdt,buy_eos_amount,price,cost,after_eos,after_usdt
2019/6/23 2:31,Buy,126.0565287,2576.110616,0.23216551,10768.18,5,126.0565287,575.1107116
2019-06-24 05:42:56,M_Sell,0.23191284,2515.0807116,0.22654428442363056,11035.37,5.0,60.10303906,5010.33071134
2019-06-24 10:16:06,Buy,0.00536855,5010.33071134,0.23212649222515527,10769.99,5.0,407.35522047,10.33071162
2019-06-24 23:51:52,M_Sell,0.237054,76.1157507,0.22885264269877684,10924.06,5.0,407.35522047,2571.36574962
