date,business,before_eos,before_usdt,buy_eos_amount,price,cost,after_eos,after_usdt
2019-06-24 10:01:05,Buy,0.00536855,5010.33071134,347.91321652726947,7.1857,5.0,407.35522047,2510.33071134
