date,business,before_eos,before_usdt,buy_eos_amount,price,cost,after_eos,after_usdt
2019-06-22 15:03:49,Buy,57.07141834,2582.3239411,68.93984309291712,7.2527,1.0,125.88027573,2082.32411916
2019-06-22 21:33:07,M_Sell,125.88027573,2082.32411916,67.2811680010765,7.4315,1.0,58.59910773,3080.86061495
2019-06-22 22:18:48,Buy,58.59910773,3080.86061495,67.58583400919167,7.398,1.0,126.05652866,80.86061594
